patent_id,filing_date,title,year,abstract
10796033,2020-10-06,"Simulation apparatus, simulation method, and simulation program relating to radiation heat transport phenomenon",2020,
10786977,2020-09-29,Composite sandwich having a high bending stiffness,2020,
10587090,2020-03-10,Safe laser light,2020,
10670819,2020-06-02,Optical coupling structure between optical fiber and semiconductor laser,2020,
10642039,2020-05-05,Surface relief grating in an optical waveguide having a reflecting surface and dielectric layer conforming to the surface,2020,
10740869,2020-08-11,Systems and methods for providing variable image projection for spherical visual content,2020,
10762168,2020-09-01,Report viewer using radiological descriptors,2020,
10702863,2020-07-07,Water softening compositions,2020,
10572889,2020-02-25,Advanced notification to enable usage reduction,2020,
10680490,2020-06-09,Resolver,2020,
10798669,2020-10-06,Method of enabling a wireless information device to access location data,2020,
10605276,2020-03-31,Position dependent valve device for control cylinder,2020,
10627521,2020-04-21,Controlling vehicle sensors based on dynamic objects,2020,
10854502,2020-12-01,Semiconductor device and method for fabricating the same,2020,
10575950,2020-03-03,Hydraulic systems for delivering prosthetic heart valve devices and associated methods,2020,
D892593,2020-08-11,Faucet dial,2020,
10838668,2020-11-17,"Managing device, apparatus managing system and computer readable medium storing managing program for print relational apparatus",2020,
10788772,2020-09-29,Process unit including main unit and toner cartridge,2020,
10607914,2020-03-31,Semiconductor package,2020,
10561904,2020-02-18,Golf balls having metal-containing plasticized thermoplastic inner cores and thermoset outer cores,2020,
10869118,2020-12-15,Sound management systems for improving workplace efficiency,2020,
10807349,2020-10-20,Vacuum bag sealing system and method for composite parts,2020,
10557463,2020-02-11,Control valve for variable displacement compressor,2020,
10762680,2020-09-01,Generating deterministic digital image matching patches utilizing a parallel wavefront search approach and hashed random number,2020,
10784512,2020-09-22,Materials with extremely durable intercalation of lithium and manufacturing methods thereof,2020,
10626681,2020-04-21,Drill rod having internally projecting portions,2020,
10780871,2020-09-22,Apparatus and method for controlling pneumatic fluid to a trailer,2020,
D904477,2020-12-08,Roll pallet opener,2020,
10611735,2020-04-07,Triazoles as Kv3 inhibitors,2020,
10846051,2020-11-24,Determination of quantitative values representing user action automaticity,2020,
10576220,2020-03-03,Electromechanical manipulating device for medical needle and syringe with sensory biofeedback and pain suppression capability,2020,
10673039,2020-06-02,"Housing for accommodating a stack of fuel cells, batteries or capacitors",2020,
10531330,2020-01-07,Frame start optimizing in telecommunications systems,2020,
10562752,2020-02-18,Systems and methods for beverage preservation,2020,
10788017,2020-09-29,Method and apparatus for weighing an elongate object,2020,
10810270,2020-10-20,Web search based on browsing history and emotional state,2020,
10682936,2020-06-16,Lumbar support cushion,2020,
10639426,2020-05-05,Injection device,2020,
10863086,2020-12-08,"Communication terminal, image communication system, display control method, and non-transitory computer-readable medium",2020,
10599372,2020-03-24,"Medium storing program executable by terminal apparatus, data transmitting method and terminal apparatus",2020,
10661577,2020-05-26,Froth coalescing,2020,
10809823,2020-10-20,Input system,2020,
10763385,2020-09-01,Solar cell device,2020,
10876754,2020-12-29,Dynamic central plant control based on load prediction,2020,
10811136,2020-10-20,Access systems for use with patient support apparatuses,2020,
10711826,2020-07-14,Cable assembly for use with a vehicle,2020,
10656600,2020-05-19,"Drive device, electronic watch, and control method of drive device",2020,
10758060,2020-09-01,Cover material fastening clip,2020,
10666518,2020-05-26,Path probing using an edge completion ratio,2020,
10629803,2020-04-21,Hall element for 3-D sensing and method for producing the same,2020,
10537160,2020-01-21,Jewelry device,2020,
D878928,2020-03-24,Container,2020,
D875854,2020-02-18,Portable fitness apparatus,2020,
10554693,2020-02-04,Security configuration method for radio bearer and device,2020,
10684503,2020-06-16,Display device,2020,
10588345,2020-03-17,"Flavor inhaler, inside holding member, production method for flavor inhaler, and production method for inside holding member",2020,
10525462,2020-01-07,"Methods, devices, and systems for sorting particles",2020,
10750490,2020-08-18,"Base station, user equipment and wireless communication method",2020,
10622087,2020-04-14,Integrated characterization vehicles for non-volatile memory cells,2020,
10668036,2020-06-02,Deuterated analogs of D-serine and uses thereof,2020,
10735576,2020-08-04,Systems and methods for detecting and controlling transmission devices,2020,
10560144,2020-02-11,Transmission medium and communication interfaces and methods for use therewith,2020,
D883954,2020-05-12,Portable wireless speaker,2020,
10526411,2020-01-07,Methods and compositions relating to anti-CCR7 antigen binding proteins,2020,
10755070,2020-08-25,"Sensor pixel, fingerprint and image sensor including the same, and driving method thereof",2020,
10807810,2020-10-20,Part feeding apparatus and part feeding method,2020,
10844490,2020-11-24,Vapor phase film deposition apparatus,2020,
10741396,2020-08-11,Substrate processing apparatus,2020,
D889646,2020-07-07,Folding tick removal tool,2020,
10814875,2020-10-27,Regenerative braking system for an implement,2020,
10540600,2020-01-21,Method and apparatus for detecting changed data,2020,
10681010,2020-06-09,Establishing a connection between a user device and an access zone,2020,
10686545,2020-06-16,Optical transmission system and wavelength allocation method,2020,
10817338,2020-10-27,Dynamic partitioning of execution resources,2020,
10526117,2020-01-07,Lid assembly and related container for fasteners,2020,
10538128,2020-01-21,"Silyl group-containing novel compound, modified and conjugated diene-based polymer, and method for preparing same",2020,
10632249,2020-04-28,Drug delivery device with needle actuation mechanism,2020,
10666439,2020-05-26,Hybrid security key with physical and logical attributes,2020,
10643646,2020-05-05,Magnetic tape apparatus,2020,
10831453,2020-11-10,Connectors framework,2020,
10804188,2020-10-13,Electronic device including a lateral trace,2020,
10571750,2020-02-25,Display device comprising first and second common electrodes separated by a first slit that overlaps a first image signal line and a first metal line,2020,
10802351,2020-10-13,"Array substrate, driving method thereof, and display panel",2020,
10551253,2020-02-04,Temperature and angular speed sensing apparatus,2020,
10536460,2020-01-14,Sharing of anonymous data between connected devices over the internet,2020,
10687587,2020-06-23,Scarf holder,2020,
10592158,2020-03-17,Method and system for transferring data to a target storage system using perfect hash functions,2020,
10672836,2020-06-02,Imaging device,2020,
D872722,2020-01-14,Protective case for mobile phone,2020,
10663757,2020-05-26,Autostereoscopic three-dimensional image display apparatus,2020,
10874490,2020-12-29,Method for producing a dental prosthesis with parallel roots of the prosthetic teeth,2020,
10805076,2020-10-13,"Information processing apparatus, server apparatus, and computer program product",2020,
10663734,2020-05-26,Image display system,2020,
10598044,2020-03-24,Oil jet for turbine engine with housing including sealing membrane,2020,
D884753,2020-05-19,Shelf for refrigerator,2020,
10546198,2020-01-28,Method for the computer-aided recognition of a transport container being empty and device for the computer-aided recognition of a transport container being empty,2020,
10598466,2020-03-24,Bullet projectile resistant drywall structure,2020,
10597433,2020-03-24,Peptides and combination of peptides for use in immunotherapy against small cell lung cancer and other cancers,2020,
D903670,2020-12-01,Gaming mouse,2020,
10830630,2020-11-10,TDR fill level measuring device and method for operating a TDR fill level measuring device,2020,
10583251,2020-03-10,Integrated insulin delivery system having safety features to prevent hypoglycemia,2020,
10850112,2020-12-01,Surgical method for implantable neurostimulation system for pain,2020,
10761971,2020-09-01,Method and device for automating testing based on context parsing across multiple technology layers,2020,
10613606,2020-04-07,Wireless component state based power management,2020,
10553300,2020-02-04,Method of detecting address decoding error and address decoder error detection system,2020,
10742449,2020-08-11,Real time analog front end response estimation for sensing applications,2020,
10737844,2020-08-11,Sealing device,2020,
10787106,2020-09-29,"Vehicle seat member, vehicle seat, and production method therefor",2020,
D884508,2020-05-19,Infrared detector,2020,
10870938,2020-12-22,Sewing machine,2020,
10633140,2020-04-28,"Boxes, blanks and associated methods",2020,
10527900,2020-01-07,Display substrate,2020,
10878817,2020-12-29,Systems and methods for generating comedy,2020,
10759345,2020-09-01,External rear view device with moveable head assembly,2020,
10689629,2020-06-23,Inhibition of nucleic acid polymerases by endonuclease V-cleavable circular oligonucleotide ligands,2020,
10768316,2020-09-08,Silicon carbide single crystal x-ray detector and preparation method,2020,
10873468,2020-12-22,Legacy authentication for user authentication with self-signed certificate and identity verification,2020,
PP31658,2020-04-14,Cercis plant named ‘NC2015-12’,2020,
10654332,2020-05-19,Automatic tilting vehicle,2020,
10706794,2020-07-07,Adjustment method and device for gamma circuit,2020,
10591672,2020-03-17,Polarization independent processing in integrated photonics,2020,
10865174,2020-12-15,One step process for the hydroformylation of olefins,2020,
10872103,2020-12-22,Relevance optimized representative content associated with a data storage system,2020,
10598607,2020-03-24,Objective lens,2020,
D894200,2020-08-25,Display screen or portion thereof with graphical user interface,2020,
10824037,2020-11-03,Array substrate for liquid crystal display device,2020,
10686633,2020-06-16,Downlink control signaling sending method and device,2020,
10621984,2020-04-14,User-configured and customized interactive dialog application,2020,
10795698,2020-10-06,User interface based on metadata,2020,
10800566,2020-10-13,Storage and dosing station for storage and dispensing dosed quantities of solid drug portions,2020,
10729423,2020-08-04,Adjustable knotless loops,2020,
10640661,2020-05-05,Coalescing agent for three-dimensional (3D) printing,2020,
D886567,2020-06-09,Human machine interface for outdoor power equipment,2020,
10710944,2020-07-14,Method of preparing butadiene,2020,
10798096,2020-10-06,Methods to authorizing secondary user devices for network services and related user devices and back-end systems,2020,
10572042,2020-02-25,"In cell touch panel, driving method thereof, and display device",2020,
10793832,2020-10-06,"Pancreatic endocrine cells, method for producing same, and transdifferentiation agent",2020,
10785012,2020-09-22,Downlink control signaling,2020,
10538764,2020-01-21,Reducing intron retention,2020,
10875253,2020-12-29,Method for the production of a pacifier teat,2020,
10710924,2020-07-14,Optical fiber production method,2020,
10599189,2020-03-24,Bendable support apparatus for a flexible display,2020,
10804559,2020-10-13,Patterned separator and battery comprising same,2020,
10614577,2020-04-07,Eye tracking system with single point calibration,2020,
10774257,2020-09-15,"Random copolymer and preparation method thereof, and drilling fluid",2020,
10789825,2020-09-29,Rescue time tracker,2020,
10699138,2020-06-30,Safety system for a vehicle to detect and warn of a potential collision,2020,
10838471,2020-11-17,System for estimating airflow exiting an information handling system and method therefor,2020,
10800929,2020-10-13,Composition for inhibiting corrosion,2020,
10608150,2020-03-31,Light-emitting device and method of manufacturing same,2020,
10820412,2020-10-27,Circuit wire crossing structure and manufacturing method of the same,2020,
10601996,2020-03-24,Answering machine detection for a contact center,2020,
10851073,2020-12-01,Protein tyrosine phosphatase inhibitors and methods of use thereof,2020,
10742366,2020-08-11,"Error monitoring apparatus, method, and recording medium",2020,
10712191,2020-07-14,Thermal flowmeter and method of flow rate correction,2020,
D902523,2020-11-17,Urn-lowering device,2020,
10821252,2020-11-03,Nasal pillow and patient interface including the same,2020,
10802531,2020-10-13,Rotary actuator,2020,
10731651,2020-08-04,Apertures spaced around impeller bottom shroud of centrifugal pump,2020,
10730874,2020-08-04,Inhibitors of plasma kallikrein and uses thereof,2020,
D905511,2020-12-22,Barbecue claw,2020,
10864468,2020-12-15,Water purifier,2020,
D897906,2020-10-06,Riding device,2020,
10723727,2020-07-28,Tubulysin analogs and methods for their preparation,2020,
10821633,2020-11-03,3D printed airtight insulated objects using fused deposition modeling,2020,
10771205,2020-09-08,Method and device for performing communication by using non-orthogonal code multiple access scheme in wireless communication system,2020,
10587367,2020-03-10,Apparatus and method for sending and receiving broadcast signals,2020,
10681348,2020-06-09,Scalable video coding using inter-layer prediction of spatial intra prediction parameters,2020,
10779586,2020-09-22,Leg apparel,2020,
10639593,2020-05-05,Methods to enhance separation performance of metal-organic framework membranes,2020,
10876330,2020-12-29,Device for securing french door in desired position,2020,
10620379,2020-04-14,Enhanced coupling strength grating having a cover layer,2020,
10856927,2020-12-08,Tissue welding and cutting apparatus and method,2020,
10624680,2020-04-21,Device and method for reinforcement of a facet,2020,
10608995,2020-03-31,Optimizing data transfer costs for cloud-based security services,2020,
10657041,2020-05-19,Data management method and storage device performing the same,2020,
10619955,2020-04-14,Spring system for blowback action for pistol-caliber firearms,2020,
10644037,2020-05-05,"Via-hole connection structure and method of manufacturing the same, and array substrate and method of manufacturing the same",2020,
10535863,2020-01-14,"Graphite film, laminate film, method for producing same, and electrode material",2020,
10582544,2020-03-03,Random access mechanisms for link-budget-limited devices,2020,
10575004,2020-02-25,"Method, device, and computer program for obtaining media data and metadata from encapsulated bit-streams wherein operating point descriptors can be dynamically set",2020,
10778254,2020-09-15,"Bit interleaver for low-density parity check codeword having length of 64800 and code rate of 3/15 and 64-symbol mapping, and bit interleaving method using same",2020,
10751815,2020-08-25,Shear blade and cutting device,2020,
10787774,2020-09-29,Milling cutting element system,2020,
10655976,2020-05-19,System and method for making replenishment recommendation,2020,
10696489,2020-06-30,Balancing load among operational system zones,2020,
10723771,2020-07-28,"Modified microorganisms expressing SagA as anti-infective agents, probiotics and food components",2020,
10613357,2020-04-07,Optical modulator drivers,2020,
10877700,2020-12-29,Flash memory controller and method capable of efficiently reporting debug information to host device,2020,
10784200,2020-09-22,Ionizing radiation blocking in IC chip to reduce soft errors,2020,
10850613,2020-12-01,Prime mover RPM limiting control,2020,
10583820,2020-03-10,Effluent processing apparatus and method for a vehicle air brake charging system,2020,
10727136,2020-07-28,Integrated gate contact and cross-coupling contact formation,2020,
10594198,2020-03-17,Stator structure and resolver,2020,
10615117,2020-04-07,Self-aligned via,2020,
10781297,2020-09-22,Thermosetting resin composition,2020,
10756331,2020-08-25,Lithium secondary battery and method of fabricating the same,2020,
10609683,2020-03-31,"Method for allocating resources for communication between transceiving terminals in communication system supporting device-to-device communication, and apparatus therefor",2020,
10540386,2020-01-21,Method for processing and displaying real-time social data on map,2020,
10877080,2020-12-29,Security method for monitoring an optical module and three-dimensional sensor using the same,2020,
10782605,2020-09-22,Light tunnels and methods for making same,2020,
D882644,2020-04-28,Bucket shroud,2020,
10831573,2020-11-10,Message processing,2020,
10624584,2020-04-21,"Interface unit, measurement system and a method in an interface unit",2020,
10528972,2020-01-07,Predicting email responses,2020,
10630973,2020-04-21,Generation and encoding of residual integral images,2020,
10694931,2020-06-30,Endoscope system that measures amplitude of signal to determine state of transmission in order to adjust voltage of power supply,2020,
D878246,2020-03-17,Motor vehicle,2020,
10675879,2020-06-09,"Liquid container, liquid consuming apparatus and electrical connector",2020,
10741057,2020-08-11,Method and system for processing security event data,2020,
10775021,2020-09-15,Artificial lighting system for simulating a natural lighting,2020,
10776307,2020-09-15,"Subscriber station for a serial bus system, and method for transmitting a message in a serial bus system",2020,
10655591,2020-05-19,Multiple-keyed flywheel and engine crankshaft,2020,
10760754,2020-09-01,Wireless portable light source system with multiple mounting and control modes,2020,
10645645,2020-05-05,Determining suitability of an access network,2020,
10660839,2020-05-26,Pro-pigmenting peptides,2020,
10608464,2020-03-31,Electronic apparatus and charging control method using plurality of power sources therefor,2020,
10769332,2020-09-08,Automatic simulation failures analysis flow for functional verification,2020,
10724175,2020-07-28,Rotor blade and screen comprising a rotor blade,2020,
10765522,2020-09-08,Joint surface replacement system,2020,
10578675,2020-03-03,Estimation method for battery capacity,2020,
10667890,2020-06-02,Teeth cleaning device,2020,
10527172,2020-01-07,Internal combustion engine and method for assembling an internal combustion engine,2020,
10806517,2020-10-20,"Implant based planning, digitizing, and registration for total joint arthroplasty",2020,
10877484,2020-12-29,Using laser sensor for floor type detection,2020,
10809556,2020-10-20,Semiconductor device and display device,2020,
10627285,2020-04-21,Light/voltage converter circuit for converting intensity fluctuations of light into an alternating voltage measurement signal,2020,
10799914,2020-10-13,Methods and systems for ultrasonic lysis,2020,
D900047,2020-10-27,Television,2020,
10647290,2020-05-12,Method for activating a vehicle function from a portable access device and associated activation module,2020,
10665672,2020-05-26,Method of preventing bulk silicon charge transfer for nanowire and nanoslab processing,2020,
D889478,2020-07-07,Display screen with graphical user interface,2020,
10805955,2020-10-13,"Terminal apparatus, base station apparatus, communication method, and integrated circuit",2020,
10592139,2020-03-17,Embedded object data storage determined by object size information,2020,
10660428,2020-05-26,Small parts pouch with self-sealing closure,2020,
D897494,2020-09-29,Nozzle,2020,
10740892,2020-08-11,Measurement support apparatus and measurement support method,2020,
10797730,2020-10-06,Apparatus and method for creating an asymmetric checksum,2020,
10658654,2020-05-19,"Composite anode active material, anode including the same, and lithium secondary battery including the anode",2020,
PP31666,2020-04-14,Lobularia plant named ‘Balbeezurp’,2020,
10535727,2020-01-14,Etching process control in forming MIM capacitor,2020,
PP32409,2020-10-27,Allium plant named ‘Avat88’,2020,
10814029,2020-10-27,Membrane device for the release of volatile compositions,2020,
10829899,2020-11-10,Partial-cut-width sensing for cold planar,2020,
10813755,2020-10-27,Methods and devices for locking a stent frame to a delivery device,2020,
10824352,2020-11-03,Reducing unnecessary calibration of a memory unit for which the error count margin has been exceeded,2020,
10793855,2020-10-06,Compositions for modulating expression of C9ORF72 antisense transcript,2020,
10746190,2020-08-18,Fan module,2020,
10808860,2020-10-20,Latching pneumatic control valve,2020,
10652092,2020-05-12,Methods and systems that collect and manage latency data in an automated resource-exchange system,2020,
10539468,2020-01-21,"Abnormality detection apparatus, abnormality detection method, and non-transitory computer-readable medium",2020,
10621821,2020-04-14,Topper system for a wagering system,2020,
10635545,2020-04-28,Data processing system with cloud archiving of data object snapshots,2020,
10599613,2020-03-24,Index management in storage system,2020,
10526746,2020-01-07,Clothes dryer,2020,
10583422,2020-03-10,Catalyst with improved activity/selectivity for light naphtha aromatization,2020,
10527918,2020-01-07,"Image projection apparatus, control method, and storage medium",2020,
10686156,2020-06-16,Organic light emitting display device with auxiliary electrode and conductive member and method of fabricating the same,2020,
10868104,2020-12-15,Tiling display device,2020,
10871723,2020-12-22,Electrophotographic photosensitive member and image forming apparatus,2020,
10661503,2020-05-26,Three-dimensional (3D) printing,2020,
10800021,2020-10-13,Driving tool,2020,
10749293,2020-08-18,Connector,2020,
10660276,2020-05-26,Cover for plants and method of use,2020,
10636766,2020-04-28,Chip assembly,2020,
10764141,2020-09-01,Network agent for reporting to a network policy system,2020,
10817312,2020-10-27,Programming model for performant computing in document-oriented storage services,2020,
10732661,2020-08-04,Cyclic switching design to reduce RTN in bandgap circuits,2020,
10865947,2020-12-15,"Filament structure, lighting device having a filament structure, and method for producing a lighting device having a filament structure",2020,
D900654,2020-11-03,Tool guide,2020,
10566495,2020-02-18,Method for producing light-emitting device,2020,
10770558,2020-09-08,"Method for auto-aligned manufacturing of a VDMOS transistor, and auto-aligned VDMOS transistor",2020,
10583791,2020-03-10,Wire harness,2020,
10702839,2020-07-07,Precision dispensing and mixing apparatus,2020,
10653737,2020-05-19,Synergistic nutritional compositions for pain management,2020,
D893019,2020-08-11,Enteral syringe,2020,
10713102,2020-07-14,Unmanned ground and aerial vehicle attachment system,2020,
10661735,2020-05-26,Cable connecting structure,2020,
10790769,2020-09-29,Control method and control system for enhancing endurance to anomalous voltage for doubly-fed induction generator,2020,
10710563,2020-07-14,Pump attenuator bypass valve,2020,
10735498,2020-08-04,Method and device for interworking between different OTTs,2020,
10808689,2020-10-20,Peristaltic pump having improved pumping fingers,2020,
10535182,2020-01-14,Method of rendering computer graphics curves,2020,
10784600,2020-09-22,"Split, locknut grounding bushing",2020,
10791142,2020-09-29,System and method for strategic anti-malware monitoring,2020,
10857762,2020-12-08,Polymer film coated with a layer of silane coupling agent,2020,
10740488,2020-08-11,Cognitive data anonymization,2020,
10529124,2020-01-07,Methods for dynamic image color remapping using alpha blending,2020,
10840659,2020-11-17,Joint connector and busbar,2020,
10690670,2020-06-23,Assays for determining levels of plasma protease C1 inhibitor,2020,
D899350,2020-10-20,Vehicle tire tread,2020,
10730274,2020-08-04,Method and apparatus for changing rollers on an embosser/laminator machine,2020,
10677094,2020-06-09,Transfer couplings,2020,
10554259,2020-02-04,Passive electrical coupling device and methods for use therewith,2020,
10725518,2020-07-28,Techniques to route power to a USB host in dead battery condition,2020,
10703937,2020-07-07,Polishing compositions and methods of use thereof,2020,
10810279,2020-10-20,Content delivery network (CDN) providing accelerated delivery of embedded resources from CDN and third party domains,2020,
10694091,2020-06-23,Imaging device with white balance compensation and related systems and methods,2020,
D889236,2020-07-07,Folding knife,2020,
10529081,2020-01-07,Depth image processing method and depth image processing system,2020,
10755147,2020-08-25,Classification and localization based on annotation information,2020,
10830465,2020-11-10,Integrated ventilation and illumination system,2020,
10867602,2020-12-15,Method and apparatus for waking up via speech,2020,
10810902,2020-10-20,Trackable cosmetic device to assist users in makeup application,2020,
10858171,2020-12-08,Portable heating for small quantities of consumer product,2020,
10829443,2020-11-10,Solvate form of (R)-2-amino-3-phenylpropyl carbamate,2020,
10548943,2020-02-04,Method of treating low blood pressure,2020,
D886767,2020-06-09,Speaker device,2020,
10747771,2020-08-18,Method and apparatus for determining hot event,2020,
10578029,2020-03-03,Adjustment device for adjusting several guide vanes of an engine,2020,
10861728,2020-12-08,Vacuum adsorption unit and vacuum adsorption carrier,2020,
10728791,2020-07-28,Wireless interface virtualization,2020,
10531747,2020-01-14,Movement limiting system for baby walkers,2020,
10813596,2020-10-27,Methods and systems for detecting potential injury conditions,2020,
10668617,2020-06-02,Robotic cart pulling vehicle for automated pulling of carts,2020,
10558953,2020-02-11,Welding system parameter comparison system and method,2020,
10660905,2020-05-26,Composition and method to aid in hormone replacement therapy,2020,
10594870,2020-03-17,System and method for matching a savings opportunity using census data,2020,
10715606,2020-07-14,Application control interworking in network,2020,
10725786,2020-07-28,Completion mechanism for a microprocessor instruction completion table,2020,
10841434,2020-11-17,"Image forming system, recording medium, and printed matter providing a visual representation of the density of an image",2020,
10541929,2020-01-21,PCC control of HTTP adaptive bit rate video streaming protocols,2020,
10772325,2020-09-15,Fungicide preparation,2020,
10548287,2020-02-04,Soybean cultivar 86411138,2020,
10738017,2020-08-11,Substituted triazoles and methods relating thereto,2020,
10735390,2020-08-04,Method for authentication and electronic device supporting the same,2020,
10710020,2020-07-14,Processes for gas separation by solvent or absorbent,2020,
10829726,2020-11-10,Pressure and circulation culture apparatus and pressure and circulation culture system,2020,
10876878,2020-12-29,Liquid level monitoring system,2020,
10655275,2020-05-19,"Device and method for producing a load bearing cable, as well as a load bearing cable",2020,
10594038,2020-03-17,Fractal metamaterial cage antennas,2020,
10695411,2020-06-30,Method of treating with a peptide,2020,
10724955,2020-07-28,Menthol detection on tobacco,2020,
D886455,2020-06-09,Charging case,2020,
10785306,2020-09-22,Data transmission and network interface controller,2020,
10873458,2020-12-22,System and method for securely storing and utilizing password validation data,2020,
10843216,2020-11-24,Fluid dispersion nozzle,2020,
10829895,2020-11-10,Use of an acrylate copolymer as retention aid in a method of making a substrate comprising cellulosic fibres,2020,
10825737,2020-11-03,Prevention of contact bottom void in semiconductor fabrication,2020,
10802506,2020-10-13,"Method for operating a production plant, and production plant",2020,
10663828,2020-05-26,Liquid crystal device,2020,
10702945,2020-07-07,Shanks,2020,
10587071,2020-03-10,Elastic seal member and connector,2020,
10633033,2020-04-28,Vehicle grille drawer,2020,
10654408,2020-05-19,Front brake light system for vehicles,2020,
10674336,2020-06-02,Systems and methods for authenticating a caller using biometric authentication,2020,
10578252,2020-03-03,Additives for drag reducing polymers,2020,
10595911,2020-03-24,Surgical implant and method of using same,2020,
10530439,2020-01-07,Beamforming handover messaging in a wireless network,2020,
10524490,2020-01-07,Process and method for optimizing production of food and feed,2020,
10845452,2020-11-24,"Hybrid positioning method, electronic apparatus and computer-readable recording medium thereof",2020,
10854166,2020-12-01,Multiplexer and method for driving the same,2020,
10648530,2020-05-12,Wedged three-axis inertial sensor damper-suspension,2020,
10846011,2020-11-24,Moving outdated data from a multi-volume virtual disk to a backup storage device,2020,
10735649,2020-08-04,Virtual and augmented reality systems and methods using display system control information embedded in image data,2020,
10642622,2020-05-05,Arithmetic processing device and control method of the arithmetic processing device,2020,
10703240,2020-07-07,Reduced-component vehicle seatback,2020,
10782377,2020-09-22,Magnetic resonance method and apparatus for generating diffusion-weighted image data,2020,
10744250,2020-08-18,Portable dialysis device,2020,
RE48303,2020-11-10,Refrigerator and apparatus for ice discharging therein,2020,
10788934,2020-09-29,Input adjustment,2020,
10811934,2020-10-20,Electromechanical actuator package with belt drive mechanism for steer-by-wire hand wheel actuator,2020,
10856275,2020-12-01,Terminal device and transmission method,2020,
10602913,2020-03-31,Optical docking system with inductive powering for capsule camera,2020,
10679747,2020-06-09,Apparatus and methods for taking blood glucose measurements and recommending insulin doses,2020,
10555977,2020-02-11,Probiotic bacteria for the topical treatment of skin disorders,2020,
10822945,2020-11-03,Storing data based on a value associated with an ambient condition downhole in a borehole of a geologic formation,2020,
10840288,2020-11-17,"Imaging device, imaging apparatus, and image input device",2020,
10610088,2020-04-07,Multi-wavelength endoscopic system and image processing method using same,2020,
10584333,2020-03-10,"Automated cell processing methods, modules, instruments, and systems",2020,
10748421,2020-08-18,Method for estimating distribution of urban road travel time in considering operation state of taxi,2020,
10691688,2020-06-23,Cracking page-loadable columns for in-memory data management,2020,
10790784,2020-09-29,Generation and synchronization of pulse-width modulated (PWM) waveforms for radio-frequency (RF) applications,2020,
10534660,2020-01-14,"Response message processing method, apparatus, and system",2020,
10857347,2020-12-08,Treatment instrument and high-voltage connectors for robotic surgical system,2020,
10684038,2020-06-16,Automated control-schedule acquisition within an intelligent controller,2020,
10843469,2020-11-24,Ink-jet printer,2020,
10846084,2020-11-24,Supporting timely and context triggered prefetching in microprocessors,2020,
D885195,2020-05-26,Spray bottle,2020,
10614609,2020-04-07,Method and apparatus for reduction of artifacts at discontinuous boundaries in coded virtual-reality images,2020,
10736868,2020-08-11,Compositions comprising rumenic acid-rich conjugated linoleic acid for brain health,2020,
10573561,2020-02-25,Formation of stacked nanosheet semiconductor devices,2020,
10757805,2020-08-25,Patterned glass layers in electronic devices,2020,
10850875,2020-12-01,Handling snack food chips,2020,
10559092,2020-02-11,Method and device for processing white balance of image and storage medium,2020,
PP32435,2020-11-10,Strawberry plant named ‘BG-10.3169’,2020,
10812900,2020-10-20,Smart sensor for always-on operation,2020,
10734631,2020-08-04,Electricity storage device,2020,
D891156,2020-07-28,Nightstand,2020,
10768965,2020-09-08,Reducing copy operations for a virtual machine migration,2020,
10756898,2020-08-25,Content delivery verification,2020,
10650489,2020-05-12,"Image display apparatus, control method therefor, and storage medium",2020,
D885475,2020-05-26,Cymbal shield,2020,
10761393,2020-09-01,Electro-chromic devices including solid or quasi-solid electrolyte layers and methods of making the same,2020,
D888164,2020-06-23,Toy car,2020,
10573410,2020-02-25,Medical imaging study retrieval system,2020,
10664837,2020-05-26,"Method and system for real-time, load-driven multidimensional and hierarchical classification of monitored transaction executions for visualization and analysis tasks like statistical anomaly detection",2020,
10545957,2020-01-28,Method and system for implementing a batch stored procedure testing tool,2020,
10809259,2020-10-20,Protocol for preconcentration and quantification of microcystins using LC-MS,2020,
D874348,2020-02-04,Electric wheelchair and/or replica thereof,2020,
10587224,2020-03-10,Low-power multi-stage amplifier for capacitive reading of low-amplitude and low-frequency signals,2020,
10737742,2020-08-11,Four bar rear suspension for a bicycle,2020,
10531779,2020-01-14,Electric vacuum cleaning apparatus,2020,
10800382,2020-10-13,Synthetic component with sensor,2020,
10810560,2020-10-20,System and method for payment promise transfers based on preferences,2020,
10540122,2020-01-21,Image forming apparatus and image forming system,2020,
10825712,2020-11-03,Vacuum chuck and semiconductor manufacturing apparatus having the same,2020,
10646015,2020-05-12,Smart luggage system with camera installed in pull rod,2020,
10549287,2020-02-04,Ultraflotation with magnetically responsive carrier particles,2020,
10739366,2020-08-11,System and method for screening a library of samples,2020,
10805056,2020-10-13,Wireless station control of WLAN receive operating mode change,2020,
10796818,2020-10-06,Heating element,2020,
10758405,2020-09-01,Dual modality energy delivery system,2020,
10836605,2020-11-17,Elevator car with a foldable balustrade and control device for an elevator installation having such an elevator car,2020,
10876334,2020-12-29,System and method for replacing interior doors,2020,
D883344,2020-05-05,Tilt housing of a downhole adjustable drilling inclination tool,2020,
10761285,2020-09-01,Cable mounting clamps,2020,
10767848,2020-09-08,Extruded heat sink,2020,
10813834,2020-10-27,Disinfecting capping device for sharp medical objects,2020,
10785473,2020-09-22,Virtual window display,2020,
10825821,2020-11-03,Cooling and power delivery for a wafer level computing board,2020,
10823603,2020-11-03,Symmetric load cell with mounting effect cancellation,2020,
